Name,Reign_Beginning,Reign_End,Defeated,Defenses,Reach,Height,Stance,Nationality,Weight,Recognition
Mzonke Fana,20-Apr-07,12-Apr-08,Malcolm Klassen,1,178,170,Orthodox,South African,SuperFeath,IBF
Cassius Baloyi,12-Apr-08,18-Apr-09,Mzonke Fana,1,,178,Orthodox,South African,SuperFeath,IBF
Malcolm Klassen,18-Apr-09,22-Aug-09,Cassius Baloyi ,1,165,164,Orthodox,South African,SuperFeath,IBF
Robert Guerrero,22-Aug-09, 16 February 2010,Malcolm Klassen ,0,178,173,Southpaw,American,SuperFeath,IBF
Mzonke Fana,1-Sep-10, 19 May 2011,Cassius Baloyi,0,178,170,Orthodox,South African,SuperFeath,IBF
Juan Carlos Salgado,10-Sep-11,9-Mar-13,Argenis MÃ©ndez,2,177,175,Orthodox, Mexican,SuperFeath,IBF
Argenis Mendez,9-Mar-13,10-Jul-14,Juan Carlos Salgado,2,178,175,Orthodox, Dominican,SuperFeath,IBF
Rances Barthelemy,10-Jul-14, 10 February 2015,Argenis Mendez,1,184,178,Orthodox,Cuban,SuperFeath,IBF
Jose Pedraza,13-Jun-15,13-Jan-17,Andrey Klimov,2,179,174,Ambidextrous,Puerto Rican,SuperFeath,IBF
Gervonta Davis,13-Jan-17, 25 August 2017,JosÃ© Pedraza,1,171,166,Southpaw,American,SuperFeath,IBF
Tevin Farmer,3-Aug-18,30-Jan-20,Billy Dib,4,170,168,Southpaw,American,SuperFeath,IBF
Joseph Diaz,30-Jan-20, 12 February 2021,Tevin Farmer,0,163,168,Southpaw,American,SuperFeath,IBF
Kenichi Ogawa,27-Nov-21,4-Jun-22,Azinga Fuzile,0,173,173,Orthodox,Japanese,SuperFeath,IBF
Joe Cordina,4-Jun-22, 3 October 2022,Kenichi Ogawa,0,175,175,Orthodox,Welsh,SuperFeath,IBF
Shavkat Rakhimov,5-Nov-22, present,Zelfa Barrett,0,,174,Southpaw,Tajikistani,SuperFeath,IBF
Oh Min-keun,4-Mar-84,29-Nov-85,Joko Arter,2,,,Orthodox,South Korean,Feath,IBF
Chung Ki-young,29-Nov-85,30-Oct-86,Oh Min-keun,2,,,,South Korean,Feath,IBF
Antonio Rivera,30-Oct-86,23-Jan-88,Chung Ki-young,0,,,,Puerto Rican,Feath,IBF
Calvin Grove,23-Jan-88,4-Aug-88,Antonio Rivera,1,178,170,Orthodox,American,Feath,IBF
Jorge Paez,4-Aug-88, 14 March 1991,Calvin Grove,8,175,165,Orthodox,Mexican,Feath,IBF
Troy Dorsey,3-Jun-91,12-Aug-91,Alfred Rangel,0,170,168,Orthodox,American,Feath,IBF
Manuel Medina,12-Aug-91,26-Feb-93,Troy Dorsey,4,175,175,Orthodox,Mexican,Feath,IBF
Tom Johnson,26-Feb-93,8-Feb-97,Manuel Medina,11,,,,American,Feath,IBF
Naseem Hamed,8-Feb-97, 29 August 1997,Tom Johnson,2,160,170,Southpaw,British,Feath,IBF
Hector Lizarraga,13-Dec-97,24-Apr-98,Welcome Ncita,0,189,182,Orthodox,Mexican,Feath,IBF
Manuel Medina,24-Apr-98,13-Nov-99,HÃ©ctor LizÃ¡rraga,1,175,175,Orthodox,Mexican,Feath,IBF
Paul Ingle,13-Nov-99,16-Dec-00,Manuel Medina ,1,168,165,Orthodox,British,Feath,IBF
Mbulelo Botile,16-Dec-00,6-Apr-01,Paul Ingle,0,170,165,Orthodox,South African,Feath,IBF
Frank Toledo,6-Apr-01,16-Nov-01,Mbulelo Botile,0,,,Southpaw, American,Feath,IBF
Manuel Medina,16-Nov-01,27-Apr-02,Frank Toledo,0,175,175,Orthodox,Mexican,Feath,IBF
Johnny Tapia,27-Apr-02, 1 October 2002,Manuel Medina ,0,159,168,Orthodox,American,Feath,IBF
Juan Manuel Marquez,1-Feb-03, 16 August 2005,Manuel Medina,4,170,170,Orthodox,Mexican,Feath,IBF
Valdemir Pereira,20-Jan-06,13-May-06,Fahprakorb Rakkiatgym,0,,165,Orthodox,Brazilian,Feath,IBF
Eric Aiken,13-May-06,2-Sep-06,Valdemir Pereira,0,180,170,Orthodox, American,Feath,IBF
Robert Guerrero,2-Sep-06, 4 November 2006,Eric Aiken,0,178,173,Southpaw,American,Feath,IBF
Robert Guerrero,23-Feb-07, 23 June 2008,Spend Abazi,2,178,173,Southpaw,American,Feath,IBF
Cristobal Cruz,23-Oct-08,15-May-10,Orlando Salido,3,,170,Orthodox,Mexican,Feath,IBF
Orlando Salido,15-May-10,11-Sep-10,CristÃ³bal Cruz,0,170,168,Orthodox,Mexican,Feath,IBF
Yuriorkis Gamboa,11-Sep-10, 26 March 2011,Orlando Salido,0,165,166,Orthodox,Cuban,Feath,IBF
Billy Dib,29-Jul-11,1-Mar-13,Jorge Lacierva,2,179,171,Muslim,Australian,Feath,IBF
Evgeny Gradovich,1-Mar-13,30-May-15,Billy Dib,4,170,173,Orthodox,Russian,Feath,IBF
Lee Selby,30-May-15,19-May-18,Evgeny Gradovich,4,177,173,Orthodox,Welsh,Feath,IBF
Josh Warrington,19-May-18, 21 January 2021,Lee Selby,3,170,170,Orthodox,British,Feath,IBF
Kid Galahad,7-Aug-21,13-Nov-21,Jazza Dickens,0,169,169,Orthodox,British,Feath,IBF
Kiko Martinez,13-Nov-21,26-Mar-22,Kid Galahad,0,168,165,Orthodox,Spanish,Feath,IBF
Josh Warrington,26-Mar-22,10-Dec-22,Kiko MartÃ­nez,0,170,170,Orthodox,British,Feath,IBF
Luis Alberto Lopez,10-Dec-22, present,Josh Warrington ,0,169,163,Orthodox,Mexican,Feath,IBF
Bobby Berna,4-Dec-83,15-Apr-84,Suh Sung-In,0,170,168,Southpaw,Filipino,SuperBant,IBF
Suh Sung-in,15-Apr-84,3-Jan-85,Bobby Berna,1,,,Orthodox,South Korean,SuperBant,IBF
Kim Ji-won,3-Jan-85, 12 December 1986,Suh Sung-in,4,,170,Southpaw,South Korean,SuperBant,IBF
Lee Seung-hoon,18-Jan-87, 23 March 1988,Prayurasak Muangsurin,3,,171,Orthodox,South Korean,SuperBant,IBF
Jose Sanabria,21-May-88,10-Mar-89,Moises Fuentes Rocha,3,165,173,Orthodox,Venezuelan,SuperBant,IBF
Fabrice Benichou,10-Mar-89,10-Mar-90,JosÃ© Sanabria,3,,160,Orthodox,French,SuperBant,IBF
Welcome Ncita,10-Mar-90,2-Dec-92,Fabrice Benichou,6,,166,Southpaw,South African,SuperBant,IBF
Kennedy McKinney,2-Dec-92,20-Aug-94,Welcome Ncita,5,173,170,Orthodox,American,SuperBant,IBF
Vuyani Bungu,20-Aug-94, 11 March 1999,Kennedy McKinney,13,168,166,Orthodox,South African,SuperBant,IBF
Lehlo Ledwaba,25-May-99,23-Jun-01,John Michael Johnson,5,175,165,Orthodox,South African,SuperBant,IBF
Manny Pacquiao,23-Jun-01, 16 January 2004,Lehlo Ledwaba,4,170,166,Southpaw,Filipino,SuperBant,IBF
Israel Vazquez,25-Mar-04, 19 April 2006,Jose Luis Valbuena,2,169,164,Orthodox,Mexican,SuperBant,IBF
Steve Molitor,10-Nov-06,21-Nov-08,Michael Hunter,4,,170,Southpaw,Canadian,SuperBant,IBF
Celestino Caballero,21-Nov-08, 10 February 2010,Steve Molitor,2,187,180,Orthodox,Panamian,SuperBant,IBF
Steve Molitor,27-Mar-10,26-Mar-11,Takalani Ndlovu,1,,170,Southpaw,Canadian,SuperBant,IBF
Takalani Ndlovu,26-Mar-11,24-Mar-12,Steve Molitor ,1,,173,Southpaw,South African,SuperBant,IBF
Jeffrey Mathebula,24-Mar-12,17-Jul-12,Takalani Ndlovu,0,,178,Orthodox,South African,SuperBant,IBF
Nonito Donaire,17-Jul-12, 13 October 2012,Jeffrey Mathebula,0,174,170,Orthodox,Filipino,SuperBant,IBF
Jonatan Romero,16-Feb-13,17-Aug-13,Alejandro LÃ³pez,0,,,,Colombian,SuperBant,IBF
Kiko Martinez,17-Aug-13,6-Sep-14,Jonatan Romero,2,168,165,Orthodox,Spanish,SuperBant,IBF
Carl Frampton,6-Sep-14, 28 April 2016,Kiko MartÃ­nez,3,157,165,Orthodox,Northern Irish,SuperBant,IBF
Jonathan Guzman,20-Jul-16,31-Dec-16,Shingo Wake,0,174,166,Orthodox,Dominican,SuperBant,IBF
Yukinori Oguni,31-Dec-16,13-Sep-17,Jonathan GuzmÃ¡n,0,177,171,Orthodox,Japanese,SuperBant,IBF
Ryosuke Iwasa,13-Sep-17,16-Aug-18,Yukinori Oguni,1,180,171,Southpaw,Japanese,SuperBant,IBF
TJ Doheny,16-Aug-18,26-Apr-19,Ryosuke Iwasa,1,173,166,Southpaw,Irish,SuperBant,IBF
Daniel Roman,26-Apr-19,30-Jan-20,TJ Doheny,0,173,165,Orthodox,American,SuperBant,IBF
Murodjon Akhmadaliev,30-Jan-20, present,Daniel Roman,3,173,166,Southpaw,Uzbekistani,SuperBant,IBF
Satoshi Shingaki,15-Apr-84,26-Apr-85,Elmer Magallano,1,,,Southpaw,Japanese,Bant,IBF
Jeff Fenech,26-Apr-85, 10 February 1987,Satoshi Shingaki,3,169,170,Orthodox,Australian,Bant,IBF
Kelvin Seabrooks,15-May-87,9-Jul-88,Miguel Maturana,3,166,168,Orthodox,American,Bant,IBF
Orlando Canizales,9-Jul-88, 21 December 1994,Kelvin Seabrooks,15,165,163,Orthodox,American,Bant,IBF
Harold Mestre,21-Jan-95,29-Apr-95,Juvenal Berrio,0,,,Orthodox,Colombian,Bant,IBF
Mbulelo Botile,29-Apr-95,19-Jul-97,Harold Mestre,5,170,165,Orthodox,South African,Bant,IBF
Tim Austin,19-Jul-97,15-Feb-03,Mbulelo Botile,9,,,,American,Bant,IBF
Rafael Marquez,15-Feb-03, 16 March 2007,Tim Austin,7,173,166,Orthodox,Mexican,Bant,IBF
Luis Alberto Perez,7-Jul-07,19-Sep-07,Genaro GarcÃ­a,0,169,166,Southpaw,Nicaraguan,Bant,IBF
Joseph Agbeko,19-Sep-07,31-Oct-09,Luis Alberto PÃ©rez,2,166,166,Orthodox,Ghanaian,Bant,IBF
Yonnhy Perez,31-Oct-09,11-Dec-10,Joseph Agbeko,2,175,168,Orthodox,Colombian,Bant,IBF
Joseph Agbeko,11-Dec-10,13-Aug-11,Yonnhy PÃ©rez,1,166,166,Orthodox,Ghanaian,Bant,IBF
Abner Mares,13-Aug-11, 8 February 2012,Joseph Agbeko ,1,168,164,Orthodox,Mexican,Bant,IBF
Leo Santa Cruz,2-Jun-12, 11 February 2013,Vusi Malinga,3,175,171,Orthodox,Mexican,Bant,IBF
Jamie McDonnell,11-May-13, 18 October 2013,Julio Ceja,0,182,177,Orthodox,British,Bant,IBF
Stuart Hall,21-Dec-13,7-Jun-14,Vusi Malinga,1,177,173,Orthodox,British,Bant,IBF
Paul Butler,7-Jun-14, 2 July 2014,Stuart Hall,0,165,168,Orthodox,British,Bant,IBF
Randy Caballero,25-Oct-14, 20 November 2015,Stuart Hall,0,173,165,Orthodox,American,Bant,IBF
Lee Haskins,20-Nov-15,10-Jun-17,Promoted,2,168,165,Southpaw,British,Bant,IBF
Ryan Burnett,10-Jun-17, 12 February 2018,Lee Haskins,1,168,163,Orthodox,Northern Irish,Bant,IBF
Emmanuel Rodriguez,5-May-18,18-May-19,Paul Butler,1,169,168,,Puerto Rican,Bant,IBF
Naoya Inoue,18-May-19, 13 January 2023,Emmanuel RodrÃ­guez,6,171,165,Orthodox,Japanese,Bant,IBF
Chun Ju-do,10-Dec-83,3-May-85,Ken Kasugai,5,,,Orthodox, South Korean,SuperFly,IBF
Ellyas Pical,3-May-85,15-Feb-86,Chun Ju-do,2,,165,Southpaw,Indonesian,SuperFly,IBF
Cesar Polanco,15-Feb-86,5-Jul-86,Ellyas Pical,0,,,Orthodox,Dominican,SuperFly,IBF
Ellyas Pical,5-Jul-86, 18 March 1987,Cesar Polanco,1,,165,Southpaw,Indonesian,SuperFly,IBF
Chang Tae-il,17-May-87,17-Oct-87,Kwin Soon-Chun,0,,173,Southpaw,South Korean,SuperFly,IBF
Ellyas Pical,17-Oct-87,14-Oct-89,Chang Tae-il,3,,165,Southpaw,Indonesian,SuperFly,IBF
Juan Polo Perez,14-Oct-89,21-Apr-90,Ellyas Pical ,0,175,165,Orthodox,Colombian,SuperFly,IBF
Robert Quiroga,21-Apr-90,16-Jan-93,Juan Polo PÃ©rez,5,,162,Orthodox, American,SuperFly,IBF
Julio Cesar Borboa,16-Jan-93,29-Aug-94,Robert Quiroga,5,185,177,Orthodox,Mexican,SuperFly,IBF
Harold Grey,29-Aug-94,7-Oct-95,Julio CÃ©sar Borboa,3,,,,Colombian,SuperFly,IBF
Carlos Gabriel Salazar,7-Oct-95,27-Apr-96,Harold Grey,1,166,163,Southpaw,Argentine,SuperFly,IBF
Harold Grey,27-Apr-96,24-Aug-96,Carlos Gabriel Salazar,0,,,,Colombian,SuperFly,IBF
Danny Romero,24-Aug-96,18-Jul-97,Harold Grey ,2,173,165,Orthodox,American,SuperFly,IBF
Johnny Tapia,18-Jul-97, 22 December 1998,Danny Romero,2,159,168,Orthodox,American,SuperFly,IBF
Mark Johnson,24-Apr-99, 12 February 2000,Ratanachai Sor Vorapin,2,160,160,Southpaw,American,SuperFly,IBF
Felix Machado,22-Jul-00,4-Jan-03,Julio Gamboa,3,180,170,Southpaw, Venezuelan,SuperFly,IBF
Luis Alberto Perez,4-Jan-03, 3 November 2006,FÃ©lix Machado,3,169,166,Southpaw,Nicaraguan,SuperFly,IBF
Dimitri Kirilov,13-Oct-07,2-Aug-08,JosÃ© Navarro,1,,162,Orthodox, Russian,SuperFly,IBF
Vic Darchinyan,2-Aug-08, 28 July 2009,Dimitri Kirilov,2,164,166,Southpaw,Armenian,SuperFly,IBF
Simphiwe Nongqayi,15-Sep-09,31-Jul-10,Jorge Arce,1,,168,Orthodox,South African,SuperFly,IBF
Juan Alberto Rosas,31-Jul-10,11-Dec-10,Simphiwe Nongqayi,0,180,174,Orthodox,Mexican,SuperFly,IBF
Cristian Mijares,11-Dec-10, 17 August 2011,Juan Alberto Rosas,2,173,168,Southpaw,Mexican,SuperFly,IBF
Rodrigo Guerrero,8-Oct-11,11-Feb-12,RaÃºl MartÃ­nez,0,175,169,Southpaw,Mexican,SuperFly,IBF
Juan Carlos Sanchez Jr.,11-Feb-12, 8 June 2013,Rodrigo Guerrero,2,183,174,Orthodox,Mexican,SuperFly,IBF
Daiki Kameda,3-Sep-13, 19 March 2014,Rodrigo Guerrero,0,164,168,Orthodox, Japanese,SuperFly,IBF
Zolani Tete,18-Jul-14, 7 June 2015,Teiru Kinoshita,1,183,175,Southpaw,South African,SuperFly,IBF
McJoe Arroyo,18-Jul-15,3-Sep-16,Arthur Villanueva,0,165,163,Southpaw,Puerto Rican,SuperFly,IBF
Jerwin Ancajas,3-Sep-16,22-Feb-22,McJoe Arroyo,9,165,165,Southpaw,Filipino,SuperFly,IBF
Fernando Martinez,22-Feb-22, present,Jerwin Ancajas,1,163,161,Orthodox,Argentine,SuperFly,IBF
Kwon Soon-chun,24-Dec-83,20-Dec-85,Rene Busayong,7,,,Southpaw,South Korean,Fly,IBF
Chung Jong-kwan,20-Dec-85,27-Apr-86,Kwon Soon-chun,0,,166,Orthodox,South Korean,Fly,IBF
Jung Bi-won,27-Apr-86,2-Aug-86,Chung Jong-kwan,0,,,,South Korean,Fly,IBF
Shin Hi-sup,2-Aug-86,22-Feb-87,Jung Bi-won,1,,,Southpaw,South Korean,Fly,IBF
Dodie Boy Penalosa,22-Feb-87,5-Sep-87,Shin Hi-sup,0,,165,Southpaw,Filipino,Fly,IBF
Choi Chang-ho,5-Sep-87,16-Jan-88,Dodie Boy PeÃ±alosa,0,,168,Orthodox, South Korean,Fly,IBF
Rolando Bohol,16-Jan-88,5-Oct-88,Choi Chang-ho,1,,,Southpaw,Filipino,Fly,IBF
Duke McKenzie,5-Oct-88,7-Jun-89,Rolando Bohol,1,,170,Orthodox,British,Fly,IBF
Dave McAuley,7-Jun-89,11-Jun-92,Duke McKenzie,5,,,Orthodox,Northern Irish,Fly,IBF
Rodolfo Blanco,11-Jun-92,29-Nov-92,Dave McAuley,0,,,Orthodox,Colombian,Fly,IBF
Pichit Sitbangprachan,29-Nov-92, 25 November 1994,Rodolfo Blanco,5,,161,Southpaw,Thai,Fly,IBF
Francisco Tejedor,18-Feb-95,22-Apr-95,Jose Luis Zepeda,0,188,169,Orthodox,Colombian,Fly,IBF
Danny Romero,22-Apr-95, 1 January 1996,Francisco Tejedor,1,173,165,Orthodox,American,Fly,IBF
Mark Johnson,4-May-96, September 1998,Francisco Tejedor,7,160,160,Southpaw,American,Fly,IBF
Irene Pacheco,10-Apr-99,16-Dec-04,Luis Cox Coronado,6,,,,Colombian,Fly,IBF
Vic Darchinyan,16-Dec-04,7-Jul-07,Irene Pacheco,5,164,166,Southpaw,Armenian,Fly,IBF
Nonito Donaire,7-Jul-07, 14 July 2009,Vic Darchinyan,3,174,170,Orthodox,Filipino,Fly,IBF
Moruti Mthalane,20-Nov-09, 13 January 2014,Julio CÃ©sar Miranda,4,169,161,Orthodox,South African,Fly,IBF
Amnat Ruenroeng,22-Jan-14,28-May-16,Rocky Fuentes,5,177,164,Orthodox,Thai,Fly,IBF
John Riel Casimero,28-May-16, 20 December 2016,Amnat Ruenroeng,1,,,,Filipino,Fly,IBF
Donnie Nietes,29-Apr-17, 11 April 2018,Komgrich Nantapech,1,166,160,Orthodox,Filipino,Fly,IBF
Moruti Mthalane,15-Jul-18,30-Apr-21,Muhammad Waseem,3,169,161,Orthodox,South African,Fly,IBF
Sunny Edwards,30-Apr-21, present,Moruti Mthalane ,3,,160,Orthodox,British,Fly,IBF
Dodie Boy Penalosa,10-Dec-83, 18 July 1986,Satoshi Shingaki,3,,165,Southpaw,Filipino,LFly,IBF
Choi Jum-hwan,7-Dec-86,4-Nov-88,Park Cho-Woon,3,,,Orthodox,South Korean,LFly,IBF
Tacy Macalos,4-Nov-88,2-May-89,Choi Jum-hwan,0,,163,Orthodox,Filipino,LFly,IBF
Muangchai Kittikasem,2-May-89,29-Jul-90,Tacy Macalos,3,,163,Orthodox,Thai,LFly,IBF
Michael Carbajal,29-Jul-90,19-Feb-94,Muangchai Kittikasem,9,160,166,Orthodox,American,LFly,IBF
Humberto Gonzalez,19-Feb-94,15-Jul-95,Michael Carbajal,3,165,155,Orthodox,Mexican,LFly,IBF
Saman Sorjaturong,15-Jul-95, 17 November 1995,Humberto GonzÃ¡lez,1,,,Orthodox,Thai,LFly,IBF
Michael Carbajal,16-Mar-96,18-Jan-97,Melchor Cob Castro,2,160,166,Orthodox,American,LFly,IBF
Mauricio Pastrana,18-Jan-97, 9 May 1997,Michael Carbajal ,0,,,Orthodox, Colombian,LFly,IBF
Mauricio Pastrana,13-Dec-97, 28 August 1998,Manuel Herrera,1,,,Orthodox, Colombian,LFly,IBF
Will Grigsby,18-Dec-98,2-Oct-99,Ratanapol Sor Vorapin,1,168,163,Orthodox,American,LFly,IBF
Ricardo Lopez,2-Oct-99, 27 November 2002,Will Grigsby,3,163,165,Orthodox,Mexican,LFly,IBF
Victor Burgos,15-Feb-03,14-May-05,Alex SÃ¡nchez,2,,,Orthodox,Mexican,LFly,IBF
Will Grigsby,14-May-05,7-Jan-06,VÃ­ctor Burgos,0,168,163,Orthodox,American,LFly,IBF
Ulises Solis,7-Jan-06,19-Apr-09,Will Grigsby ,9,170,160,Orthodox,Mexican,LFly,IBF
Brian Viloria,19-Apr-09,23-Jan-10,Ulises SolÃ­s,1,168,163,Orthodox,American,LFly,IBF
Carlos Tamara,23-Jan-10,29-May-10,Brian Viloria,0,,165,,Colombian,LFly,IBF
Luis Alberto Lazarte,29-May-10,30-Apr-11,Carlos Tamara,2,,155,Orthodox, Argentine,LFly,IBF
Ulises Solis,30-Apr-11, 20 July 2012,Luis Alberto Lazarte,1,170,160,Orthodox,Mexican,LFly,IBF
John Riel Casimero,20-Jul-12, 2 May 2014,Promoted,4,,,,Filipino,LFly,IBF
Javier Mendoza,20-Sep-14,29-Dec-15,RamÃ³n GarcÃ­a Hirales,1,174,163,Southpaw,Mexican,LFly,IBF
Akira Yaegashi,29-Dec-15,21-May-17,Javier Mendoza,2,165,160,Orthodox,Japanese,LFly,IBF
Milan Melindo,21-May-17,31-Dec-17,Akira Yaegashi,1,166,157,Orthodox,Filipino,LFly,IBF
Ryoichi Taguchi,31-Dec-17,20-May-18,Milan Melindo,0,170,168,Orthodox,Japanese,LFly,IBF
Hekkie Budler,20-May-18, 25 July 2018,Ryoichi Taguchi,0,165,160,Orthodox,South African,LFly,IBF
Felix Alvarado,29-Oct-18, 21 March 2022,Randy Petalcorin,2,173,163,Orthodox,Nicaraguan,LFly,IBF
Sivenathi Nontshinga,3-Sep-22, present,Hector Flores,0,170,165,Orthodox,South African,LFly,IBF
Kyung-Yung Lee,14-Jun-87,Dec-87,Masaharu Kawakami,0,,,Orthodox,South Korean,MinFly,IBF
Samuth Sithnaruepol,24-Mar-88,17-Jun-89,Domingo Lucas,2,,160,Orthodox,Thai,MinFly,IBF
Nico Thomas,17-Jun-89,21-Sep-89,Samuth Sithnaruepol,0,,,Orthodox,Indonesian,MinFly,IBF
Eric Chavez,21-Sep-89,22-Feb-90,Nico Thomas,0,,163,Southpaw,Filipino,MinFly,IBF
Fahlan Sakkreerin,22-Feb-90,6-Sep-92,Eric Chavez,7,,160,Southpaw,Thai,MinFly,IBF
Manny Melchor,6-Sep-92,10-Dec-92,Fahlan Sakkreerin,0,161,160,Orthodox,Filipino,MinFly,IBF
Ratanapol Sor Vorapin,10-Dec-92,15-Mar-96,Manny Melchor,12,,162,Southpaw,Thai,MinFly,IBF
Ratanapol Sor Vorapin,18-May-96,27-Dec-97,Jun Arlos,7,,162,Southpaw,Thai,MinFly,IBF
Zolani Petelo,27-Dec-97,2-Nov-00,Ratanapol Sor VorapinÊ,5,173,168,Southpaw,South African,MinFly,IBF
Roberto Carlos Leyva,29-Apr-01,9-Aug-02,Daniel Reyes,1,168,168,Southpaw,Mexican,MinFly,IBF
Miguel Barrera,9-Aug-02,31-May-03,Roberto Carlos Leyva,1,,,Orthodox,Colombian,MinFly,IBF
Edgar Crdenas,31-May-03,4-Oct-03,Miguel Barrera,0,178,167,Orthodox,Mexican,MinFly,IBF
Daniel Reyes,4-Oct-03,14-Sep-04,Edgar Crdenas,1,165,152,Orthodox,Colombian,MinFly,IBF
Muhammad Rachman,14-Sep-04,7-Jul-07,Daniel Reyes,3,150,160,Orthodox,Indonesian,MinFly,IBF
Florante Condes,7-Jul-07,14-Jun-08,Muhammad Rachman,0,,157,Southpaw,Filipino,MinFly,IBF
Ral Garca,14-Jun-08,26-Mar-10,Florante Condes,4,163,,Southpaw,Mexican,MinFly,IBF
Nkosinathi Joyi,26-Mar-10,1-Sep-12,Ral Garca,4,171,168,Southpaw,South African,MinFly,IBF
Mario Rodrguez,1-Sep-12,30-Mar-13,Nkosinathi Joyi,0,155,155,Orthodox,Mexican,MinFly,IBF
Katsunari Takayama,30-Mar-13,9-Aug-14,Mario Rodrguez,2,159,158,Orthodox,Japanese,MinFly,IBF
Francisco Rodrguez Jr.,9-Aug-14,1-Oct-14,Katsunari Takayama,0,165,163,Orthodox,Mexican,MinFly,IBF
Katsunari Takayama,31-Dec-14,31-Dec-15,Go Odaira,2,159,158,Orthodox,Japanese,MinFly,IBF
Jos Argumedo,31-Dec-15,23-Jul-17,Katsunari TakayamaÊ,3,163,160,Orthodox,Mexican,MinFly,IBF
Hiroto Kyoguchi,23-Jul-17,11-Aug-18,Jos Argumedo,2,163,163,Orthodox,Japanese,MinFly,IBF
Carlos Licona,1-Dec-18,16-Feb-19,Mark Anthony Barriga,0,173,163,Orthodox,American,MinFly,IBF
Deejay Kriel,16-Feb-19,4-Jul-19,Carlos Licona,0,173,160,Orthodox,South African,MinFly,IBF
Pedro Taduran,7-Sep-19,27-Feb-21,Samuel Salva,1,164,163,Southpaw,Filipino,MinFly,IBF
Rene Mark Cuarto,27-Feb-21,1-Jul-22,Pedro Taduran,1,,157,Orthodox,Filipino,MinFly,IBF
Daniel Valladares,1-Jul-22,Êpresent,Rene Mark Cuarto,1,163,160,Orthodox,Mexican,MinFly,IBF
Jack Dempsey,21-Jan,23-Sep-26,Previous,3,185,185,Orthodox,American,Heavy,WBA
Gene Tunney,23-Sep-26, 31 July 1928,Jack Dempsey,2,193,183,Orthodox,American,Heavy,WBA
Max Schmeling,12-Jun-30,21-Jun-32,Jack Sharkey,1,193,185,Orthodox,American,Heavy,WBA
Jack Sharkey,21-Jun-32,29-Jun-33,Max Schmeling,0,183,183,Orthodox,American,Heavy,WBA
Primo Carnera,29-Jun-33,14-Jun-34,Jack Sharkey,1,216,198,Orthodox,Italian,Heavy,WBA
Max Baer,14-Jun-34,13-Jun-35,Primo Carnera,0,206,189,Orthodox,American,Heavy,WBA
James J. Braddock,13-Jun-35,22-Jun-37,Max Baer,0,191,188,,American,Heavy,WBA
Joe Louis,22-Jun-37, 1 March 1949,James J. Braddock,25,193,187,Orthodox,American,Heavy,WBA
Ezzard Charles,22-Jun-49,18-Jul-51,Jersey Joe Walcott,8,185,183,Orthodox,American,Heavy,WBA
Jersey Joe Walcott,18-Jul-51,23-Sep-52,Ezzard Charles,1,188,183,Orthodox,American,Heavy,WBA
Rocky Marciano,23-Sep-52, 27 April 1956,Jersey Joe Walcott,6,170,178,Orthodox,American,Heavy,WBA
Floyd Patterson,30-Nov-56,26-Jun-59,Archie Moore,3,176,182,Orthodox,American,Heavy,WBA
Ingemar Johansson,26-Jun-59,20-Jun-60,Floyd Patterson,0,178,183,Orthodox,Swedish,Heavy,WBA
Floyd Patterson,20-Jun-60,25-Sep-62,Ingemar Johansson,2,176,182,Orthodox,American,Heavy,WBA
Sonny Liston,25-Sep-62,25-Feb-64,Floyd Patterson ,1,213,185,Orthodox,American,Heavy,WBA
Muhammad Ali,25-Feb-64, 14 September 1964,Sonny Liston,0,198,191,Orthodox,American,Heavy,WBA
Ernie Terrell,5-Mar-65,6-Feb-67,Eddie Machen,2,208,198,Orthodox,American,Heavy,WBA
Muhammad Ali,6-Feb-67, 28 April 1967,Ernie Terrell,1,198,191,Orthodox,American,Heavy,WBA
Jimmy Ellis,27-Apr-68,16-Feb-70,Jerry Quarry,1,193,183,Orthodox,American,Heavy,WBA
Joe Frazier,16-Feb-70,22-Jan-73,Jimmy Ellis,4,187,181,Orthodox,American,Heavy,WBA
George Foreman,22-Jan-73,30-Oct-74,Joe Frazier,2,201,193,Orthodox,American,Heavy,WBA
Muhammad Ali,30-Oct-74,15-Feb-78,George Foreman,10,198,191,Orthodox,American,Heavy,WBA
Leon Spinks,15-Feb-78,15-Sep-78,Muhammad Ali ,0,193,185,Orthodox,American,Heavy,WBA
Muhammad Ali,15-Sep-78, 4 July 1979,Leon Spinks,0,198,191,Orthodox,American,Heavy,WBA
John Tate,20-Oct-79,31-Mar-80,Gerrie Coetzee,0,203,193,Orthodox,American,Heavy,WBA
Mike Weaver,31-Mar-80,10-Dec-82,John Tate,2,198,185,,American,Heavy,WBA
Michael Dokes,10-Dec-82,23-Sep-83,Mike Weaver,1,198,191,Orthodox,American,Heavy,WBA
Gerrie Coetzee,23-Sep-83,1-Dec-84,Michael Dokes,0,206,192,Orthodox,South African,Heavy,WBA
Greg Page,1-Dec-84,29-Apr-85,Gerrie Coetzee,0,206,188,Orthodox,American,Heavy,WBA
Tony Tubbs,29-Apr-85,17-Jan-86,Greg Page,0,201,191,Orthodox,American,Heavy,WBA
Tim Witherspoon,17-Jan-86,12-Dec-86,Tony Tubbs,1,198,192,Orthodox,American,Heavy,WBA
James Smith,12-Dec-86,7-Mar-87,Tim Witherspoon,0,208,193,Orthodox,American,Heavy,WBA
